,Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (enrolled),Tuition fees up to date,Scholarship holder,Target
3092,6,12.5,6,1,1,2
3093,20,14.575,23,1,1,2
3094,0,0.0,6,1,1,0
3095,6,11.428571428571429,6,1,1,2
3096,6,12.333333333333334,6,1,1,2
3097,0,0.0,6,1,0,0
3098,6,11.666666666666666,6,1,0,1
3099,0,0.0,6,1,0,0
3100,8,13.32625,8,1,0,2
3101,5,12.8,5,1,0,2
3102,4,11.5,6,0,0,0
3103,0,0.0,0,0,0,0
3104,6,12.428571428571429,6,1,0,2
3105,5,15.4,5,1,0,0
3106,8,12.32,8,1,1,2
3107,8,14.75625,8,1,0,2
3108,6,12.5,6,1,0,1
3109,5,15.4,5,1,1,2
3110,0,0.0,0,1,0,0
3111,8,15.366666666666667,8,1,0,2
3112,6,12.333333333333334,6,1,0,0
3113,5,12.375,6,1,0,1
3114,6,11.5,6,1,0,2
3115,6,13.333333333333334,6,1,1,2
3116,0,0.0,8,0,0,0
3117,6,13.333333333333334,6,1,0,2
3118,4,11.5,6,1,0,2
3119,3,13.333333333333334,5,1,0,1
3120,6,12.833333333333334,10,1,0,0
3121,8,11.55,8,1,1,2
3122,4,11.75,5,1,1,1
3123,6,14.65,7,1,0,2
3124,8,14.863636363636363,8,1,1,2
3125,13,12.071428571428571,13,1,0,2
3126,3,11.666666666666666,6,1,0,1
3127,5,15.4,5,1,0,2
3128,5,13.0,5,1,0,2
3129,6,12.833333333333334,6,1,1,2
3130,5,12.0,6,1,0,2
3131,7,12.785714285714286,8,1,1,2
3132,6,13.333333333333334,6,1,0,2
3133,8,13.8375,8,1,0,1
3134,5,13.2,8,1,0,1
3135,0,0.0,0,1,0,2
3136,4,11.75,5,1,0,2
3137,6,16.5,6,1,0,2
3138,6,15.0,6,1,0,2
3139,4,11.5,6,1,1,1
3140,6,14.285714285714286,6,1,0,2
3141,5,11.6,5,1,0,2
3142,0,0.0,5,1,0,0
3143,7,15.114285714285714,8,1,1,2
3144,6,14.285714285714286,6,1,1,2
3145,8,12.0,10,1,1,2
3146,6,11.333333333333334,6,1,1,2
3147,6,11.77142857142857,7,1,0,1
3148,4,10.75,5,1,0,1
3149,4,10.75,5,1,1,2
3150,2,13.0,5,1,0,1
3151,0,0.0,0,0,0,0
3152,6,13.833333333333334,6,1,1,2
3153,11,15.0,11,1,0,2
3154,6,11.783333333333331,7,1,0,1
3155,3,11.333333333333334,5,1,0,1
3156,8,11.25,12,1,0,2
3157,2,10.0,5,1,0,0
3158,3,14.666666666666666,6,1,0,1
3159,2,11.333333333333334,6,1,1,1
3160,0,0.0,0,1,1,2
3161,5,11.8,6,1,1,2
3162,7,14.328571428571427,8,1,0,2
3163,6,16.333333333333332,6,1,1,2
3164,5,12.4,5,1,0,2
3165,4,13.25,5,1,1,2
3166,1,10.0,6,1,0,0
3167,3,10.5,5,1,0,0
3168,6,11.333333333333334,6,0,1,0
3169,4,10.868,8,1,1,2
3170,5,12.8,5,1,1,2
3171,4,10.75,6,0,0,0
3172,4,12.25,6,1,0,0
3173,6,12.157142857142857,7,1,1,2
3174,6,10.833333333333334,6,1,1,1
3175,0,0.0,7,1,0,0
3176,8,14.0,8,1,1,2
3177,6,13.0,6,1,1,0
3178,7,14.535714285714286,8,1,0,2
3179,5,11.2,7,1,1,1
3180,6,13.666666666666666,6,1,0,2
3181,3,12.666666666666666,6,1,0,0
3182,8,11.142857142857142,10,1,0,2
3183,4,11.0,5,1,0,1
3184,5,13.666666666666666,6,1,1,2
3185,0,0.0,5,1,0,0
3186,0,0.0,5,0,1,0
3187,0,0.0,7,1,0,0
3188,0,0.0,5,1,0,0
3189,0,0.0,0,1,0,0
3190,0,0.0,6,0,0,0
3191,4,13.0,6,1,0,0
3192,3,11.0,5,1,0,1
3193,4,11.25,7,1,0,0
3194,9,12.555555555555555,10,1,0,1
3195,0,0.0,6,0,0,0
3196,5,12.142857142857142,6,1,0,1
3197,3,12.666666666666666,5,1,0,2
3198,0,0.0,6,1,0,0
3199,7,12.84142857142857,8,1,0,2
3200,0,0.0,5,1,0,0
3201,6,12.833333333333334,6,1,0,2
3202,3,12.0,6,1,0,1
3203,3,11.0,6,1,0,0
3204,0,0.0,6,1,0,0
3205,0,0.0,5,0,0,0
3206,5,13.333333333333334,5,1,0,2
3207,6,11.571428571428571,6,1,0,0
3208,5,11.0,6,0,0,0
3209,4,10.75,6,1,0,2
3210,6,15.571428571428571,6,1,0,2
3211,0,0.0,0,1,0,1
3212,6,12.166666666666666,6,1,1,2
3213,0,0.0,6,1,0,0
3214,6,15.166666666666666,6,1,0,2
3215,6,12.333333333333334,6,1,1,2
3216,2,10.0,6,0,0,0
3217,4,12.25,5,1,0,2
3218,7,11.571428571428571,11,1,0,1
3219,0,0.0,5,1,0,0
3220,0,0.0,5,1,0,0
3221,5,12.0,8,0,1,0
3222,6,14.714285714285714,6,1,1,2
3223,0,0.0,5,0,0,0
3224,4,12.25,5,1,0,0
3225,8,13.81375,8,1,0,2
3226,6,12.875,6,1,0,2
3227,4,12.2,6,1,0,1
3228,8,13.044444444444444,8,1,1,2
3229,6,13.116666666666667,8,1,0,2
3230,7,14.985714285714286,8,1,0,2
3231,4,11.5,5,1,0,1
3232,5,12.6,6,1,0,2
3233,0,0.0,6,1,0,0
3234,8,13.661,8,1,0,2
3235,8,14.2725,8,1,0,2
3236,5,12.6,5,1,0,2
3237,4,12.0,5,1,0,1
3238,8,13.9375,8,1,0,2
3239,6,12.5,6,1,1,2
3240,5,10.4,5,1,0,1
3241,11,12.272727272727272,13,1,0,2
3242,1,12.0,6,1,0,0
3243,8,14.11,8,1,1,2
3244,3,10.666666666666666,6,1,0,0
3245,6,12.0,6,0,0,0
3246,6,13.5,6,1,1,2
3247,6,13.5,6,1,1,2
3248,5,11.4,5,1,1,2
3249,6,14.0,6,1,0,2
3250,0,0.0,7,1,1,0
3251,4,11.0,5,1,1,2
3252,0,0.0,5,1,1,0
3253,1,13.0,6,1,1,0
3254,6,12.25,6,1,0,2
3255,4,11.25,5,1,0,2
3256,6,12.766666666666666,7,1,0,2
3257,6,12.666666666666666,6,1,0,2
3258,5,13.4,5,1,1,2
3259,6,14.316666666666668,7,1,0,2
3260,5,12.0,5,1,0,2
3261,5,12.6,5,1,1,2
3262,0,0.0,5,0,0,0
3263,5,13.8,5,1,1,2
3264,1,11.0,6,1,0,0
3265,6,12.333333333333334,6,1,1,2
3266,5,14.0,5,1,0,2
3267,5,11.8,5,1,1,1
3268,0,0.0,8,1,0,0
3269,5,11.6,7,1,0,0
3270,2,10.5,6,1,1,0
3271,7,11.714285714285714,7,1,1,2
3272,10,13.4,10,1,0,2
3273,6,12.0,7,1,0,1
3274,0,0.0,6,1,0,0
3275,7,11.142857142857142,10,1,0,2
3276,5,11.0,10,1,0,0
3277,5,14.4,5,1,1,2
3278,2,13.0,5,1,0,0
3279,6,11.5,6,1,1,2
3280,8,14.625,8,1,0,2
3281,8,12.875,8,0,0,0
3282,9,11.6,9,1,0,1
3283,6,10.833333333333334,6,1,1,2
3284,4,12.0,5,1,0,1
3285,5,13.8,5,1,0,2
3286,0,0.0,7,1,0,0
3287,3,10.166666666666666,6,0,0,0
3288,5,12.0,5,1,0,2
3289,13,11.615384615384617,13,1,0,2
3290,0,0.0,6,1,0,0
3291,0,0.0,6,0,0,0
3292,1,11.0,6,1,0,0
3293,7,13.68142857142857,8,1,0,1
3294,6,12.616666666666667,7,1,0,1
3295,4,11.25,6,1,0,2
3296,6,12.8,7,1,1,1
3297,5,11.566666666666668,7,0,0,0
3298,6,14.0,6,1,0,2
3299,0,0.0,8,0,0,0
3300,0,0.0,0,1,0,0
3301,8,14.3625,8,1,1,2
3302,8,13.31375,8,1,1,2
3303,5,14.6,5,1,1,2
3304,6,13.833333333333334,6,1,1,2
3305,6,13.0,6,1,0,2
3306,11,13.727272727272728,11,1,0,2
3307,7,12.428571428571429,11,1,0,2
3308,8,13.41625,8,1,1,2
3309,0,0.0,8,1,0,0
3310,5,13.0,6,1,1,2
3311,6,14.625,6,1,0,0
3312,6,10.166666666666666,6,1,0,1
3313,5,12.4,6,1,0,1
3314,0,0.0,5,0,0,0
3315,5,14.2,5,1,0,2
3316,2,14.0,5,0,0,0
3317,0,0.0,0,1,1,2
3318,1,10.0,6,0,0,0
3319,6,12.0,6,1,0,2
3320,3,13.0,6,1,1,2
3321,0,0.0,5,1,0,0
3322,0,0.0,5,1,0,0
3323,5,13.571428571428571,5,0,0,0
3324,0,0.0,0,1,0,0
3325,2,10.0,7,1,0,1
3326,8,12.0,10,1,0,2
3327,1,10.0,6,1,0,0
3328,2,11.0,5,1,1,1
3329,3,11.428571428571429,5,1,0,1
3330,6,11.571428571428571,6,1,1,2
3331,5,12.0,7,0,0,0
3332,2,11.5,5,0,0,0
3333,3,10.666666666666666,5,0,0,0
3334,5,11.8,6,1,0,2
3335,1,10.0,6,1,0,1
3336,0,0.0,6,0,0,0
3337,4,12.25,9,0,0,0
3338,3,11.333333333333334,5,1,0,0
3339,4,10.428571428571429,6,1,0,1
3340,0,0.0,6,0,0,0
3341,4,13.0,6,0,0,1
3342,6,12.666666666666666,6,1,1,2
3343,2,10.0,5,1,0,1
3344,3,11.666666666666666,7,0,0,0
3345,1,13.0,6,1,0,0
3346,0,0.0,7,1,0,0
3347,0,0.0,5,1,0,0
3348,5,11.6,6,1,0,2
3349,0,0.0,6,1,0,0
3350,6,11.666666666666666,6,1,0,1
3351,2,10.5,6,1,0,0
3352,2,11.0,6,1,0,0
3353,5,11.833333333333334,6,1,1,2
3354,8,15.3,8,1,1,2
3355,0,0.0,7,0,0,0
3356,3,12.6,5,1,0,1
3357,0,0.0,6,1,0,0
3358,0,0.0,8,1,0,0
3359,5,12.0,5,1,0,1
3360,5,13.125,6,0,0,0
3361,6,14.0,6,1,1,2
3362,5,11.4,5,1,1,2
3363,0,0.0,5,0,0,0
3364,4,10.5,6,1,0,0
3365,1,13.0,6,0,0,0
3366,3,12.0,5,1,0,1
3367,6,14.616666666666667,7,1,0,2
3368,7,14.06,8,1,1,1
3369,3,11.333333333333334,6,1,0,0
3370,0,0.0,5,1,0,0
3371,7,12.192307692307692,14,1,0,2
3372,6,12.333333333333334,6,1,1,2
3373,5,11.833333333333334,5,1,1,2
3374,6,12.5,6,1,1,2
3375,6,12.857142857142858,6,1,0,2
3376,6,14.666666666666666,6,1,1,2
3377,7,12.857142857142858,7,1,1,2
3378,3,11.714285714285714,5,1,0,1
3379,6,13.9,7,1,0,2
3380,3,12.066666666666668,7,1,0,0
3381,11,12.545454545454543,14,1,0,0
3382,6,14.142857142857142,6,1,1,2
3383,0,0.0,5,1,0,0
3384,3,11.333333333333334,5,1,0,1
3385,6,10.714285714285714,6,1,1,2
3386,8,14.955555555555556,8,1,0,2
3387,6,11.8,6,1,0,2
3388,11,13.25,11,1,1,2
3389,5,12.4,6,1,1,1
3390,7,12.285714285714286,7,1,1,2
3391,8,12.88625,8,1,0,2
3392,6,12.666666666666666,6,1,1,2
3393,5,11.2,5,1,1,2
3394,3,14.5,5,1,0,1
3395,9,13.88888888888889,9,1,0,2
3396,4,13.25,5,1,0,1
3397,8,14.50125,8,1,1,2
3398,6,14.35,7,1,0,2
3399,6,12.333333333333334,6,1,1,2
3400,6,14.666666666666666,6,1,1,2
3401,5,13.6,6,1,0,1
3402,6,13.666666666666666,6,1,0,2
3403,8,14.02625,8,1,1,2
3404,4,11.25,5,1,0,1
3405,0,0.0,0,1,0,2
3406,5,11.8,6,1,0,1
3407,8,14.15375,8,1,1,2
3408,0,0.0,8,0,0,0
3409,6,12.833333333333334,6,1,0,2
3410,4,14.0,6,1,0,1
3411,7,12.454285714285716,8,1,0,2
3412,0,0.0,5,1,0,1
3413,0,0.0,8,1,0,0
3414,7,12.94375,8,1,1,2
3415,6,14.775,8,1,0,1
3416,6,12.5,6,1,0,1
3417,0,0.0,6,1,0,0
3418,7,14.428571428571429,7,1,1,2
3419,6,14.0,6,1,1,2
3420,8,13.2575,8,1,1,2
3421,0,0.0,6,1,0,0
3422,2,11.5,6,0,1,0
3423,5,15.4,5,1,0,0
3424,0,0.0,5,1,0,0
3425,0,0.0,5,0,0,0
3426,2,11.0,5,1,0,1
3427,6,11.333333333333334,6,1,0,2
3428,6,14.333333333333334,6,1,0,0
3429,0,0.0,5,1,0,0
3430,6,14.166666666666666,6,1,1,2
3431,7,14.2,8,1,0,2
3432,6,14.666666666666666,6,1,1,2
3433,8,14.3875,8,1,0,0
3434,6,14.0,6,1,1,0
3435,6,13.0,6,1,0,2
3436,6,13.5,6,1,1,2
3437,9,10.333333333333334,12,1,0,1
3438,8,11.9625,8,1,0,2
3439,2,11.0,7,1,0,0
3440,7,12.814285714285717,7,1,0,1
3441,5,13.625,6,1,0,1
3442,5,12.4,6,1,0,2
3443,6,12.666666666666666,6,1,0,2
3444,4,11.333333333333334,6,0,0,0
3445,7,13.0375,8,1,1,2
3446,6,14.666666666666666,6,1,0,0
3447,0,0.0,0,1,1,2
3448,6,13.0,6,1,1,2
3449,8,14.58888888888889,8,1,1,2
3450,5,12.125,5,1,0,1
3451,5,13.5,7,1,0,1
3452,7,11.571428571428571,8,1,0,2
3453,7,12.657142857142857,8,1,1,2
3454,1,10.0,5,0,0,0
3455,6,13.166666666666666,6,1,0,2
3456,11,13.0,11,1,0,2
3457,6,14.0,6,1,1,2
3458,6,12.142857142857142,6,1,0,2
3459,0,0.0,5,0,0,0
3460,6,12.9,7,1,1,2
3461,5,13.126,8,1,0,1
3462,3,11.666666666666666,9,1,0,0
3463,5,11.8,6,1,0,1
3464,6,13.428571428571429,6,1,0,2
3465,0,0.0,5,1,0,0
3466,2,11.5,4,1,0,1
3467,8,11.375,8,1,0,2
3468,4,10.25,5,1,0,1
3469,7,12.771428571428572,8,1,1,1
3470,7,13.79857142857143,8,1,1,2
3471,6,13.5,6,0,0,2
3472,0,0.0,5,0,0,0
3473,13,12.846153846153848,14,1,0,0
3474,0,0.0,5,1,0,0
3475,5,14.428571428571429,6,1,0,2
3476,13,14.538461538461538,13,1,1,2
3477,5,12.4,10,1,0,0
3478,1,10.0,6,1,0,1
3479,6,13.166666666666666,6,1,1,2
3480,8,12.93875,8,1,1,2
3481,0,0.0,0,1,0,2
3482,0,0.0,6,1,0,0
3483,5,12.88,7,0,0,0
3484,4,11.8125,7,0,0,0
3485,5,11.4,6,1,0,0
3486,7,13.0,8,1,0,2
3487,0,0.0,6,0,0,0
3488,3,12.333333333333334,5,1,0,0
3489,5,12.166666666666666,6,1,0,2
3490,0,0.0,0,1,0,0
3491,0,0.0,5,1,0,0
3492,1,10.0,5,1,0,0
3493,0,0.0,5,0,0,0
3494,4,10.75,5,1,1,2
3495,6,14.1,6,1,0,2
3496,3,10.8,5,0,0,0
3497,4,11.6,5,1,0,0
3498,6,13.5,6,1,1,2
3499,0,0.0,6,1,0,1
3500,5,13.6,5,1,1,0
3501,0,0.0,6,1,1,0
3502,6,13.0,6,0,0,2
3503,4,11.75,6,1,1,2
3504,5,13.0,6,1,1,2
3505,0,0.0,5,1,0,0
3506,0,0.0,6,0,0,0
3507,5,11.6,5,1,0,2
3508,4,12.25,5,1,1,1
3509,8,12.375,9,1,1,2
3510,8,12.805555555555555,8,1,1,0
3511,2,15.0,6,1,0,1
3512,0,0.0,0,1,0,0
3513,0,0.0,6,1,1,0
3514,4,11.25,5,1,0,0
3515,4,11.25,6,1,0,1
3516,0,0.0,0,1,0,0
3517,1,12.0,5,1,0,0
3518,2,12.5,6,1,0,0
3519,6,11.5,10,1,0,0
3520,5,13.714285714285714,5,1,0,2
3521,12,11.25,17,1,0,0
3522,6,13.428571428571429,6,1,1,2
3523,3,10.333333333333334,5,1,0,1
3524,5,14.6,5,1,0,1
3525,6,13.5,6,1,0,2
3526,5,11.2,7,0,0,0
3527,6,12.2,7,1,0,0
3528,3,14.2,5,1,0,0
3529,7,13.475,8,1,0,1
3530,5,13.8,6,1,0,2
3531,9,13.11111111111111,10,1,0,1
3532,5,15.0,5,1,0,2
3533,0,0.0,6,0,0,0
3534,0,0.0,5,1,0,0
3535,9,11.333333333333334,13,1,0,0
3536,0,0.0,5,1,0,0
3537,0,0.0,5,0,0,0
3538,4,10.25,6,1,0,0
3539,6,12.166666666666666,6,1,0,2
3540,0,0.0,5,1,0,0
3541,2,13.0,6,0,0,0
3542,4,12.75,5,1,0,1
3543,5,13.666666666666666,6,0,0,1
3544,3,11.333333333333334,5,1,0,1
3545,6,13.266666666666666,7,1,1,2
3546,8,14.1875,8,1,1,2
3547,0,0.0,5,1,0,0
3548,0,0.0,6,0,0,0
3549,6,13.483333333333334,7,1,0,2
3550,5,12.16,8,1,0,1
3551,0,0.0,5,0,0,0
3552,3,11.666666666666666,5,1,0,0
3553,5,17.714285714285715,5,1,0,0
3554,5,13.2,6,1,0,1
3555,6,13.142857142857142,6,1,0,2
3556,4,11.8,6,1,0,1
3557,0,0.0,6,0,0,0
3558,6,12.142857142857142,6,1,0,1
3559,4,14.5,5,1,0,2
3560,0,0.0,7,1,0,1
3561,6,13.625,6,1,0,2
3562,0,0.0,5,1,0,0
3563,2,16.0,7,0,0,0
3564,0,0.0,5,0,0,0
3565,3,10.666666666666666,5,0,1,0
3566,18,14.5,18,1,0,2
3567,5,13.8,5,1,1,2
3568,5,13.571428571428571,5,1,0,2
3569,0,0.0,6,1,0,0
3570,4,11.2,6,1,0,2
3571,5,16.0,5,1,0,2
3572,5,10.6,11,1,0,0
3573,0,0.0,5,1,0,1
3574,6,13.166666666666666,6,1,1,2
3575,6,14.857142857142858,6,1,0,2
3576,4,10.5,5,1,0,2
3577,2,10.25,8,1,0,0
3578,0,0.0,6,1,0,0
3579,6,14.833333333333334,6,1,1,2
3580,5,12.6,6,1,0,2
3581,7,13.657142857142857,8,1,0,2
3582,0,0.0,5,1,0,0
3583,5,10.5,5,0,0,1
3584,7,13.142857142857142,7,1,0,2
3585,2,11.5,7,1,0,0
3586,0,0.0,0,0,0,0
3587,12,13.0,12,1,0,2
3588,4,14.0,6,1,1,2
3589,0,0.0,5,1,0,0
3590,0,0.0,5,1,0,1
3591,7,13.154285714285717,8,1,0,1
3592,6,13.166666666666666,11,1,0,0
3593,5,11.8,6,1,0,0
3594,5,11.4,5,1,0,1
3595,1,12.0,6,1,0,0
3596,3,12.75,6,1,0,1
3597,6,12.166666666666666,6,1,0,2
3598,5,12.8,6,1,1,2
3599,6,14.5,6,1,0,0
3600,0,0.0,0,0,0,0
3601,6,12.666666666666666,6,1,0,2
3602,6,12.833333333333334,6,1,0,2
3603,3,12.0,5,1,0,1
3604,6,12.166666666666666,6,1,0,2
3605,3,12.75,6,1,0,2
3606,5,11.0,9,1,0,0
3607,0,0.0,0,1,0,1
3608,5,14.571428571428571,5,1,0,0
3609,0,0.0,0,1,0,1
3610,3,11.6,5,1,0,1
3611,6,13.857142857142858,6,1,0,2
3612,2,12.0,6,1,0,0
3613,2,10.5,6,1,0,0
3614,6,11.833333333333334,6,1,0,1
3615,4,11.142857142857142,6,1,0,0
3616,5,14.2,5,0,1,1
3617,5,11.8,6,1,0,0
3618,6,13.833333333333334,6,1,0,2
3619,6,13.5,6,1,1,2
3620,5,11.0,6,1,0,0
3621,8,16.09375,8,1,1,2
3622,6,16.0,6,1,1,2
3623,0,0.0,6,1,0,0
3624,4,11.75,5,1,0,2
3625,1,13.0,6,1,0,1
3626,2,11.0,6,1,0,0
3627,5,11.2,6,1,1,1
3628,0,0.0,0,1,0,0
3629,6,14.285714285714286,6,0,1,2
3630,7,13.0,8,1,1,2
3631,2,10.333333333333334,6,0,0,0
3632,2,12.5,6,1,0,1
3633,7,13.0,9,1,0,2
3634,4,12.75,5,1,0,2
3635,18,14.933333333333334,21,1,0,2
3636,6,11.666666666666666,6,1,0,2
3637,6,12.666666666666666,7,0,0,1
3638,8,13.91,8,1,0,2
3639,6,13.285714285714286,6,1,1,2
3640,6,12.666666666666666,6,1,1,2
3641,0,0.0,6,0,0,0
3642,5,14.0,6,1,1,2
3643,5,13.333333333333334,5,1,1,2
3644,6,11.833333333333334,6,1,1,2
3645,6,12.428571428571429,6,1,0,2
3646,4,12.8,6,1,0,1
3647,0,0.0,6,1,0,0
3648,7,12.328571428571427,8,1,0,2
3649,1,10.0,7,1,0,0
3650,11,12.727272727272728,12,1,1,2
3651,4,13.25,6,1,0,1
3652,8,15.125,8,1,1,2
3653,5,11.8,6,1,0,1
3654,6,12.166666666666666,6,1,0,2
3655,6,12.833333333333334,6,1,1,2
3656,3,13.0,5,1,1,2
3657,7,14.471428571428572,8,1,0,2
3658,5,12.833333333333334,5,1,1,2
3659,4,11.25,5,1,0,1
3660,0,0.0,5,1,0,0
3661,6,13.25,6,1,0,2
3662,5,12.6,5,1,0,2
3663,7,12.671428571428573,8,1,1,2
3664,7,13.771428571428572,8,1,0,0
3665,5,12.142857142857142,6,1,0,1
3666,5,13.4,7,1,0,0
3667,0,0.0,2,0,0,0
3668,6,12.666666666666666,6,1,1,2
3669,6,12.491666666666667,8,1,0,2
3670,11,14.166666666666666,11,1,1,2
3671,6,14.5,6,1,0,2
3672,6,13.0,6,1,0,2
3673,4,13.75,6,1,1,2
3674,6,13.0,6,1,1,2
3675,6,12.666666666666666,6,1,0,2
3676,4,11.25,10,0,0,2
3677,0,0.0,5,1,0,0
3678,6,16.0,6,1,0,2
3679,6,12.0,6,1,1,2
3680,0,0.0,0,1,0,0
3681,5,10.2,5,1,0,1
3682,0,0.0,5,0,0,0
3683,0,0.0,0,1,1,2
3684,4,11.5,5,1,0,0
3685,6,15.9,6,1,0,0
3686,11,11.636363636363637,14,1,0,0
3687,0,0.0,5,0,0,0
3688,4,11.25,6,1,0,2
3689,3,14.0,5,1,0,1
3690,4,10.75,5,1,0,2
3691,1,11.0,5,0,0,0
3692,0,0.0,6,1,0,0
3693,2,12.5,5,1,1,0
3694,0,0.0,0,1,0,0
3695,1,12.0,5,0,0,0
3696,5,11.4,6,1,0,2
3697,2,10.5,6,1,0,1
3698,7,11.85625,8,1,0,2
3699,0,0.0,5,1,0,0
3700,5,11.4,6,1,0,1
3701,3,12.833333333333334,5,1,1,1
3702,0,0.0,5,1,0,0
3703,0,0.0,5,1,1,0
3704,6,14.0,6,1,0,2
3705,4,13.25,5,1,0,0
3706,4,11.25,5,1,1,2
3707,0,0.0,0,1,0,2
3708,5,11.8,6,0,0,0
3709,4,11.25,5,1,0,0
3710,5,12.0,5,1,0,2
3711,0,0.0,0,1,1,0
3712,3,10.333333333333334,5,1,0,0
3713,0,0.0,7,1,0,0
3714,0,0.0,6,0,0,0
3715,2,12.5,5,1,0,1
3716,2,11.5,5,1,0,0
3717,0,0.0,0,1,0,2
3718,0,0.0,5,1,0,0
3719,0,0.0,6,1,0,0
3720,0,0.0,6,1,0,1
3721,0,0.0,6,0,0,0
3722,0,0.0,6,1,0,0
3723,3,10.666666666666666,5,1,0,0
3724,5,12.2,5,1,1,0
3725,6,11.666666666666666,7,1,0,0
3726,0,0.0,5,0,0,0
3727,5,14.0,6,1,0,2
3728,10,14.2,11,1,0,2
3729,12,14.461538461538462,12,1,0,2
3730,7,11.95,8,1,0,2
3731,4,13.5,12,1,0,0
3732,0,0.0,0,1,0,2
3733,4,12.75,6,1,1,0
3734,7,11.25,9,1,0,0
3735,6,13.2,7,1,0,2
3736,4,14.0,5,1,1,1
3737,2,11.5,6,1,0,1
3738,5,14.6,5,1,0,2
3739,2,11.5,5,1,0,0
3740,5,13.666666666666666,6,1,0,0
3741,5,12.428571428571429,5,1,1,1
3742,6,14.0,6,1,1,2
3743,4,15.6,6,1,0,1
3744,0,0.0,6,1,0,0
3745,0,0.0,0,0,0,2
3746,8,12.82875,8,1,1,2
3747,4,13.75,5,1,0,2
3748,0,0.0,8,1,0,0
3749,6,13.166666666666666,6,1,0,2
3750,7,13.937142857142858,8,1,0,2
3751,12,14.583333333333334,12,1,0,2
3752,5,12.2,6,1,0,2
3753,6,14.85,7,1,0,2
3754,0,0.0,5,1,0,0
3755,8,15.622222222222222,8,1,0,0
3756,5,11.6,6,1,0,2
3757,8,13.5425,8,1,0,2
3758,4,12.0,6,1,0,1
3759,0,0.0,5,1,0,0
3760,14,11.928571428571429,14,1,0,2
3761,0,0.0,5,0,0,0
3762,6,13.0,6,1,1,2
3763,6,11.166666666666666,6,1,1,2
3764,5,12.2,6,1,1,2
3765,6,13.15,8,1,1,2
3766,6,13.0,6,1,1,2
3767,0,0.0,6,0,0,0
3768,5,11.6,6,1,0,1
3769,5,13.2,6,1,1,0
3770,0,0.0,6,1,0,0
3771,5,12.6,6,1,0,2
3772,6,13.428571428571429,6,1,1,2
3773,0,0.0,6,0,1,0
3774,6,14.142857142857142,6,1,1,2
3775,2,12.5,5,1,0,0
3776,6,13.0,6,0,0,2
3777,6,12.666666666666666,6,1,0,2
3778,2,13.5,6,1,0,1
3779,3,11.666666666666666,8,1,0,1
3780,7,13.154285714285717,8,1,0,2
3781,6,12.833333333333334,6,1,1,2
3782,7,13.142857142857142,7,1,0,2
3783,6,12.385714285714286,7,1,1,1
3784,4,13.75,9,1,0,0
3785,3,11.666666666666666,6,1,1,1
3786,0,0.0,0,1,0,0
3787,0,0.0,6,1,0,0
3788,6,11.333333333333334,6,1,0,1
3789,2,12.5,6,0,0,0
3790,8,13.472,8,1,0,2
3791,3,10.666666666666666,6,1,0,0
3792,0,0.0,5,0,0,0
3793,0,0.0,6,1,0,0
3794,2,12.0,5,1,0,0
3795,5,13.2,5,1,0,2
3796,5,11.8,6,1,0,2
3797,0,0.0,6,1,0,0
3798,6,13.857142857142858,6,1,0,2
3799,0,0.0,6,0,0,0
3800,0,0.0,6,1,1,0
3801,7,13.542857142857144,8,1,1,2
3802,7,11.714285714285714,7,1,1,2
3803,7,12.142857142857142,7,1,0,2
3804,2,10.0,5,1,0,0
3805,2,10.0,10,1,0,0
3806,6,13.333333333333334,6,1,0,2
3807,6,12.833333333333334,6,1,0,2
3808,16,13.0,18,1,0,0
3809,5,12.6,6,1,0,0
3810,5,12.86,7,1,1,1
3811,4,12.0,7,0,0,0
3812,9,12.555555555555555,11,1,0,2
3813,11,16.90909090909091,11,1,0,2
3814,7,11.77777777777778,7,1,0,2
3815,7,12.820000000000002,8,1,0,1
3816,3,11.0,6,1,0,0
3817,13,12.923076923076923,13,1,1,2
3818,0,0.0,6,1,0,0
3819,0,0.0,6,0,0,0
3820,2,11.5,6,1,0,1
3821,0,0.0,6,1,0,0
3822,6,14.833333333333334,6,1,0,2
3823,2,13.5,6,1,0,0
3824,1,15.0,5,1,0,1
3825,0,0.0,0,1,0,0
3826,3,14.75,6,1,0,0
3827,5,13.2,6,1,1,2
3828,1,14.0,5,1,0,0
3829,4,15.5,6,1,1,0
3830,7,12.365714285714288,8,1,0,2
3831,5,13.25,6,1,0,1
3832,7,11.857142857142858,12,1,0,1
3833,0,0.0,6,1,0,0
3834,6,12.333333333333334,6,1,1,2
3835,5,11.8,12,1,0,0
3836,3,12.0,5,0,0,0
3837,3,11.333333333333334,5,0,0,0
3838,1,10.0,5,1,0,0
3839,0,0.0,0,0,0,0
3840,3,11.666666666666666,6,1,1,1
3841,3,11.333333333333334,6,1,0,1
3842,0,0.0,6,1,0,0
3843,1,11.0,5,1,0,0
3844,5,12.8,5,1,0,2
3845,0,0.0,5,0,0,0
3846,0,0.0,6,0,0,0
3847,0,0.0,5,0,0,0
3848,5,11.6,8,0,0,0
3849,6,13.666666666666666,6,1,0,2
3850,0,0.0,5,0,0,0
3851,5,12.4,6,0,0,0
3852,2,11.0,6,1,0,0
3853,12,10.666666666666666,12,1,0,0
3854,0,0.0,6,0,0,0
