,Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (enrolled),Tuition fees up to date,Scholarship holder
3543,5,13.666666666666666,6,0,0
3544,3,11.333333333333334,5,1,0
3545,6,13.266666666666666,7,1,1
3546,8,14.1875,8,1,1
3547,0,0.0,5,1,0
3548,0,0.0,6,0,0
3549,6,13.483333333333334,7,1,0
3550,5,12.16,8,1,0
3551,0,0.0,5,0,0
3552,3,11.666666666666666,5,1,0
3553,5,17.714285714285715,5,1,0
3554,5,13.2,6,1,0
3555,6,13.142857142857142,6,1,0
3556,4,11.8,6,1,0
3557,0,0.0,6,0,0
3558,6,12.142857142857142,6,1,0
3559,4,14.5,5,1,0
3560,0,0.0,7,1,0
3561,6,13.625,6,1,0
3562,0,0.0,5,1,0
3563,2,16.0,7,0,0
3564,0,0.0,5,0,0
3565,3,10.666666666666666,5,0,1
3566,18,14.5,18,1,0
3567,5,13.8,5,1,1
3568,5,13.571428571428571,5,1,0
3569,0,0.0,6,1,0
3570,4,11.2,6,1,0
3571,5,16.0,5,1,0
3572,5,10.6,11,1,0
3573,0,0.0,5,1,0
3574,6,13.166666666666666,6,1,1
3575,6,14.857142857142858,6,1,0
3576,4,10.5,5,1,0
3577,2,10.25,8,1,0
3578,0,0.0,6,1,0
3579,6,14.833333333333334,6,1,1
3580,5,12.6,6,1,0
3581,7,13.657142857142857,8,1,0
3582,0,0.0,5,1,0
3583,5,10.5,5,0,0
3584,7,13.142857142857142,7,1,0
3585,2,11.5,7,1,0
3586,0,0.0,0,0,0
3587,12,13.0,12,1,0
3588,4,14.0,6,1,1
3589,0,0.0,5,1,0
3590,0,0.0,5,1,0
3591,7,13.154285714285717,8,1,0
3592,6,13.166666666666666,11,1,0
3593,5,11.8,6,1,0
3594,5,11.4,5,1,0
3595,1,12.0,6,1,0
3596,3,12.75,6,1,0
3597,6,12.166666666666666,6,1,0
3598,5,12.8,6,1,1
3599,6,14.5,6,1,0
3600,0,0.0,0,0,0
3601,6,12.666666666666666,6,1,0
3602,6,12.833333333333334,6,1,0
3603,3,12.0,5,1,0
3604,6,12.166666666666666,6,1,0
3605,3,12.75,6,1,0
3606,5,11.0,9,1,0
3607,0,0.0,0,1,0
3608,5,14.571428571428571,5,1,0
3609,0,0.0,0,1,0
3610,3,11.6,5,1,0
3611,6,13.857142857142858,6,1,0
3612,2,12.0,6,1,0
3613,2,10.5,6,1,0
3614,6,11.833333333333334,6,1,0
3615,4,11.142857142857142,6,1,0
3616,5,14.2,5,0,1
3617,5,11.8,6,1,0
3618,6,13.833333333333334,6,1,0
3619,6,13.5,6,1,1
3620,5,11.0,6,1,0
3621,8,16.09375,8,1,1
3622,6,16.0,6,1,1
3624,4,11.75,5,1,0
3625,1,13.0,6,1,0
3626,2,11.0,6,1,0
3627,5,11.2,6,1,1
3628,0,0.0,0,1,0
3629,6,14.285714285714286,6,0,1
3630,7,13.0,8,1,1
3631,2,10.333333333333334,6,0,0
3633,7,13.0,9,1,0
3634,4,12.75,5,1,0
3636,6,11.666666666666666,6,1,0
3637,6,12.666666666666666,7,0,0
3638,8,13.91,8,1,0
3639,6,13.285714285714286,6,1,1
3640,6,12.666666666666666,6,1,1
3641,0,0.0,6,0,0
3642,5,14.0,6,1,1
3643,5,13.333333333333334,5,1,1
3644,6,11.833333333333334,6,1,1
3645,6,12.428571428571429,6,1,0
3646,4,12.8,6,1,0
3647,0,0.0,6,1,0
3648,7,12.328571428571427,8,1,0
3649,1,10.0,7,1,0
3650,11,12.727272727272728,12,1,1
3651,4,13.25,6,1,0
3652,8,15.125,8,1,1
3653,5,11.8,6,1,0
3654,6,12.166666666666666,6,1,0
3655,6,12.833333333333334,6,1,1
3656,3,13.0,5,1,1
3657,7,14.471428571428572,8,1,0
3658,5,12.833333333333334,5,1,1
3659,4,11.25,5,1,0
3660,0,0.0,5,1,0
3661,6,13.25,6,1,0
3662,5,12.6,5,1,0
3663,7,12.671428571428573,8,1,1
3664,7,13.771428571428572,8,1,0
3665,5,12.142857142857142,6,1,0
3666,5,13.4,7,1,0
3667,0,0.0,2,0,0
3668,6,12.666666666666666,6,1,1
3669,6,12.491666666666667,8,1,0
3670,11,14.166666666666666,11,1,1
3671,6,14.5,6,1,0
3672,6,13.0,6,1,0
3673,4,13.75,6,1,1
3674,6,13.0,6,1,1
3675,6,12.666666666666666,6,1,0
3676,4,11.25,10,0,0
3677,0,0.0,5,1,0
3679,6,12.0,6,1,1
3680,0,0.0,0,1,0
3681,5,10.2,5,1,0
3682,0,0.0,5,0,0
3683,0,0.0,0,1,1
3684,4,11.5,5,1,0
3685,6,15.9,6,1,0
3686,11,11.636363636363637,14,1,0
3687,0,0.0,5,0,0
3688,4,11.25,6,1,0
3689,3,14.0,5,1,0
3690,4,10.75,5,1,0
3691,1,11.0,5,0,0
3692,0,0.0,6,1,0
3693,2,12.5,5,1,1
3694,0,0.0,0,1,0
3695,1,12.0,5,0,0
3696,5,11.4,6,1,0
3697,2,10.5,6,1,0
3698,7,11.85625,8,1,0
3699,0,0.0,5,1,0
3700,5,11.4,6,1,0
3701,3,12.833333333333334,5,1,1
3702,0,0.0,5,1,0
3703,0,0.0,5,1,1
3704,6,14.0,6,1,0
3705,4,13.25,5,1,0
3706,4,11.25,5,1,1
3707,0,0.0,0,1,0
3708,5,11.8,6,0,0
3709,4,11.25,5,1,0
3710,5,12.0,5,1,0
3711,0,0.0,0,1,1
3712,3,10.333333333333334,5,1,0
3713,0,0.0,7,1,0
3714,0,0.0,6,0,0
3715,2,12.5,5,1,0
3716,2,11.5,5,1,0
3717,0,0.0,0,1,0
3718,0,0.0,5,1,0
3719,0,0.0,6,1,0
3721,0,0.0,6,0,0
3722,0,0.0,6,1,0
3723,3,10.666666666666666,5,1,0
3724,5,12.2,5,1,1
3725,6,11.666666666666666,7,1,0
3726,0,0.0,5,0,0
3727,5,14.0,6,1,0
3728,10,14.2,11,1,0
3729,12,14.461538461538462,12,1,0
3730,7,11.95,8,1,0
3731,4,13.5,12,1,0
3732,0,0.0,0,1,0
3733,4,12.75,6,1,1
3734,7,11.25,9,1,0
3735,6,13.2,7,1,0
3736,4,14.0,5,1,1
3737,2,11.5,6,1,0
3738,5,14.6,5,1,0
3739,2,11.5,5,1,0
3740,5,13.666666666666666,6,1,0
3741,5,12.428571428571429,5,1,1
3742,6,14.0,6,1,1
3743,4,15.6,6,1,0
3744,0,0.0,6,1,0
3745,0,0.0,0,0,0
3746,8,12.82875,8,1,1
3748,0,0.0,8,1,0
3749,6,13.166666666666666,6,1,0
3750,7,13.937142857142858,8,1,0
3751,12,14.583333333333334,12,1,0
3752,5,12.2,6,1,0
3753,6,14.85,7,1,0
3754,0,0.0,5,1,0
3755,8,15.622222222222222,8,1,0
3756,5,11.6,6,1,0
3757,8,13.5425,8,1,0
3758,4,12.0,6,1,0
3759,0,0.0,5,1,0
3760,14,11.928571428571429,14,1,0
3761,0,0.0,5,0,0
3762,6,13.0,6,1,1
3763,6,11.166666666666666,6,1,1
3764,5,12.2,6,1,1
3765,6,13.15,8,1,1
3766,6,13.0,6,1,1
3767,0,0.0,6,0,0
3768,5,11.6,6,1,0
3769,5,13.2,6,1,1
3770,0,0.0,6,1,0
3771,5,12.6,6,1,0
3772,6,13.428571428571429,6,1,1
3773,0,0.0,6,0,1
3774,6,14.142857142857142,6,1,1
3775,2,12.5,5,1,0
3776,6,13.0,6,0,0
3777,6,12.666666666666666,6,1,0
3778,2,13.5,6,1,0
3779,3,11.666666666666666,8,1,0
3780,7,13.154285714285717,8,1,0
3781,6,12.833333333333334,6,1,1
3782,7,13.142857142857142,7,1,0
3783,6,12.385714285714286,7,1,1
3784,4,13.75,9,1,0
3785,3,11.666666666666666,6,1,1
3786,0,0.0,0,1,0
3787,0,0.0,6,1,0
3788,6,11.333333333333334,6,1,0
3789,2,12.5,6,0,0
3790,8,13.472,8,1,0
3791,3,10.666666666666666,6,1,0
3792,0,0.0,5,0,0
3793,0,0.0,6,1,0
3794,2,12.0,5,1,0
3795,5,13.2,5,1,0
3796,5,11.8,6,1,0
3797,0,0.0,6,1,0
3798,6,13.857142857142858,6,1,0
3799,0,0.0,6,0,0
3800,0,0.0,6,1,1
3801,7,13.542857142857144,8,1,1
3802,7,11.714285714285714,7,1,1
3803,7,12.142857142857142,7,1,0
3804,2,10.0,5,1,0
3805,2,10.0,10,1,0
3806,6,13.333333333333334,6,1,0
3807,6,12.833333333333334,6,1,0
3808,16,13.0,18,1,0
3809,5,12.6,6,1,0
3810,5,12.86,7,1,1
3811,4,12.0,7,0,0
3812,9,12.555555555555555,11,1,0
3813,11,16.90909090909091,11,1,0
3814,7,11.77777777777778,7,1,0
3815,7,12.820000000000002,8,1,0
3816,3,11.0,6,1,0
3817,13,12.923076923076923,13,1,1
3818,0,0.0,6,1,0
3819,0,0.0,6,0,0
3820,2,11.5,6,1,0
3821,0,0.0,6,1,0
3822,6,14.833333333333334,6,1,0
3823,2,13.5,6,1,0
3824,1,15.0,5,1,0
3825,0,0.0,0,1,0
3826,3,14.75,6,1,0
3827,5,13.2,6,1,1
3828,1,14.0,5,1,0
3829,4,15.5,6,1,1
3830,7,12.365714285714288,8,1,0
3831,5,13.25,6,1,0
3832,7,11.857142857142858,12,1,0
3833,0,0.0,6,1,0
3834,6,12.333333333333334,6,1,1
3835,5,11.8,12,1,0
3837,3,11.333333333333334,5,0,0
3838,1,10.0,5,1,0
3839,0,0.0,0,0,0
3840,3,11.666666666666666,6,1,1
3841,3,11.333333333333334,6,1,0
3842,0,0.0,6,1,0
3843,1,11.0,5,1,0
3844,5,12.8,5,1,0
3845,0,0.0,5,0,0
3846,0,0.0,6,0,0
3847,0,0.0,5,0,0
3848,5,11.6,8,0,0
3849,6,13.666666666666666,6,1,0
3850,0,0.0,5,0,0
3851,5,12.4,6,0,0
3852,2,11.0,6,1,0
3853,12,10.666666666666666,12,1,0
3854,0,0.0,6,0,0
3855,6,16.666666666666668,6,1,0
3856,5,13.2,6,1,0
3858,0,0.0,5,1,0
3859,1,11.0,5,1,1
3860,4,11.75,6,1,0
3861,0,0.0,6,1,1
3862,6,12.833333333333334,6,1,1
3863,6,11.857142857142858,6,1,0
3864,2,11.5,6,0,0
3865,0,0.0,6,1,0
3866,0,0.0,7,1,0
3867,7,14.54,8,1,0
3868,4,13.0,6,1,0
3869,3,11.666666666666666,5,0,0
3870,5,14.333333333333334,6,1,0
3871,5,11.666666666666666,5,1,1
3872,6,12.733333333333334,7,1,0
3873,0,0.0,6,0,0
3874,0,0.0,5,0,0
3875,0,0.0,7,1,0
3876,7,13.771428571428572,8,1,0
3877,8,14.2,8,1,1
3878,6,13.55,7,1,1
3879,5,11.166666666666666,5,1,0
3880,6,15.285714285714286,6,1,0
3881,6,15.0,6,1,1
3882,4,10.857142857142858,6,0,0
3883,4,11.25,6,1,1
3884,7,15.675714285714283,8,1,0
3885,6,12.0,6,1,1
3886,5,15.0,6,1,1
3887,4,10.75,6,1,1
3888,5,13.333333333333334,5,1,0
3889,8,14.125,8,1,1
3890,6,12.5,7,1,0
3891,6,13.428571428571429,6,1,0
3892,4,12.5,5,1,1
3893,2,10.5,5,0,0
3894,5,13.82,7,1,0
3895,6,13.183333333333332,7,1,1
3896,0,0.0,6,1,0
3897,8,12.65125,8,1,1
3898,5,12.8,6,1,0
3899,5,11.25,7,1,0
3900,6,13.9,7,1,1
3901,3,11.0,6,1,1
3902,4,11.857142857142858,5,1,0
3903,3,10.666666666666666,5,0,0
3904,0,0.0,8,0,0
3905,3,11.333333333333334,6,1,1
3906,7,13.957142857142856,8,1,1
3907,3,13.666666666666666,6,1,0
3908,6,15.285714285714286,6,1,1
3909,0,0.0,5,1,0
3910,5,11.6,6,1,0
3911,6,15.5,6,1,0
3912,5,11.4,6,1,0
3913,4,12.75,5,1,0
3914,8,12.22222222222222,9,1,0
3915,5,14.0,5,1,0
3916,6,13.0,6,1,1
3917,6,12.333333333333334,6,1,0
3918,3,13.0,5,1,0
3919,7,12.91,8,1,0
3920,3,11.0,6,1,1
3921,8,12.93625,8,1,1
3922,6,12.5,6,1,1
3923,7,13.0,7,1,1
3924,9,11.7,11,1,0
3925,0,0.0,5,1,0
3926,8,14.34125,8,1,0
3927,5,12.0,6,0,0
3928,0,0.0,0,1,1
3929,4,11.25,6,1,0
3931,6,12.857142857142858,6,1,0
3932,10,13.4,10,1,0
3933,2,10.0,5,1,0
3934,0,0.0,6,1,1
3935,4,12.5,6,1,0
3936,4,11.0,5,1,0
3937,2,13.5,6,1,0
3938,8,15.127777777777778,8,1,0
3939,8,15.0125,8,1,0
3940,4,13.375,5,1,0
3941,0,0.0,6,1,0
3942,4,11.0,6,1,0
3943,0,0.0,5,0,0
3944,0,0.0,6,0,0
3945,6,14.285714285714286,6,1,1
3946,0,0.0,0,1,1
3947,0,0.0,7,1,0
3948,5,13.0,6,1,1
3949,5,14.4,5,1,1
3950,3,15.333333333333334,6,1,1
3951,0,0.0,5,1,0
3952,7,14.214285714285714,8,1,1
3953,5,12.4,5,1,0
3954,1,10.0,6,1,0
3955,0,0.0,8,1,0
3956,5,12.6,5,1,0
3957,4,12.2,5,1,0
3958,8,15.75,8,1,0
3959,6,14.857142857142858,6,1,1
3960,0,0.0,6,0,0
3961,17,15.023529411764704,17,1,0
3962,6,13.383333333333333,7,1,0
3963,10,13.090909090909092,11,1,0
3964,2,10.666666666666666,6,0,0
3965,8,13.01125,8,1,1
3966,4,12.0,6,1,0
3967,0,0.0,7,1,1
3968,3,12.666666666666666,6,1,0
3969,5,11.4,5,1,0
3970,5,13.8,6,1,0
3971,7,13.65,8,1,0
3972,5,11.2,5,1,0
3973,8,11.736,8,1,1
3974,5,13.428571428571429,5,1,0
3975,8,14.511111111111113,8,1,0
3976,8,12.6125,8,1,0
3977,6,13.8,7,1,1
3978,7,15.142857142857142,7,1,1
3979,5,12.6,6,1,0
3980,6,13.333333333333334,6,1,1
3981,6,14.833333333333334,6,1,0
3982,7,12.166666666666666,8,1,0
3983,6,13.166666666666666,6,1,1
3984,0,0.0,6,0,0
3985,6,12.666666666666666,6,1,0
3986,5,13.0,6,1,0
3987,6,15.25,7,1,0
3988,3,12.0,5,1,1
3989,11,12.090909090909092,13,1,0
3991,2,10.5,7,1,0
3992,6,12.166666666666666,6,1,1
3993,5,11.8,6,0,1
3994,9,12.77777777777778,11,1,0
3995,0,0.0,5,1,0
3996,2,12.0,6,1,0
3997,8,12.3,8,1,1
3998,3,14.166666666666666,7,0,0
3999,8,14.2125,8,1,0
4000,0,0.0,5,0,0
4001,0,0.0,5,1,0
4002,6,13.333333333333334,6,1,0
4003,6,13.516666666666666,7,1,1
4004,6,13.285714285714286,6,1,1
4005,0,0.0,6,1,0
4006,6,13.0,6,1,1
4007,0,0.0,6,1,0
4008,0,0.0,6,0,0
4009,0,0.0,5,1,0
4010,0,0.0,7,1,0
4011,3,10.5,5,1,0
4012,0,0.0,6,1,0
4013,8,15.52222222222222,8,1,1
4014,8,14.8,8,1,1
4015,3,12.0,5,1,0
4016,4,11.25,6,1,0
4017,0,0.0,5,1,1
4018,6,14.0,6,1,1
4019,8,13.9475,8,1,1
4020,0,0.0,5,1,0
4021,7,12.285714285714286,7,1,0
4022,5,11.25,5,1,1
4023,6,12.25,8,1,0
4025,5,11.4,5,1,1
4026,9,12.7,12,1,0
4027,6,13.066666666666668,8,1,0
4028,6,13.875,6,1,0
4029,0,0.0,7,1,0
4030,5,13.2,5,1,0
4031,10,12.818181818181818,11,1,1
4032,8,13.74625,8,1,0
4033,0,0.0,0,1,0
4034,0,0.0,6,1,0
4035,0,0.0,6,1,0
4036,5,14.5,6,1,1
4037,5,11.4,6,1,1
4038,6,15.285714285714286,6,1,1
4039,7,11.857142857142858,7,1,0
4040,5,13.6,5,1,0
4041,6,13.714285714285714,6,1,0
4042,6,12.0,6,1,0
4043,7,12.285714285714286,8,1,0
4044,6,13.0,6,1,1
4045,0,0.0,8,1,0
4046,4,13.0,6,1,1
4047,7,13.9,8,1,0
4048,7,13.817142857142857,8,1,1
4049,7,12.875,8,1,1
4050,0,0.0,6,1,0
4051,6,12.166666666666666,6,1,1
4052,3,11.333333333333334,6,0,1
4053,6,12.75,6,1,0
4054,6,14.571428571428571,6,1,1
4055,4,12.0,6,1,0
4057,4,13.666666666666666,6,1,0
4058,6,12.625,6,1,0
4059,0,0.0,6,0,0
4060,6,14.833333333333334,6,1,0
4061,5,13.285714285714286,5,1,0
4062,9,15.555555555555555,9,1,0
4063,5,12.75,5,1,1
4064,11,11.25,17,1,0
4065,5,14.0,6,1,0
4066,8,11.95625,8,1,1
4067,0,0.0,6,0,0
4068,5,12.6,5,1,1
4069,6,11.666666666666666,6,1,0
4070,8,14.6,8,1,0
4071,4,10.0,6,1,0
4072,6,13.0,6,1,0
4073,6,14.0,6,1,1
4074,8,13.0625,8,1,1
4075,0,0.0,6,1,0
4076,7,13.971428571428572,8,1,1
4077,0,0.0,6,1,0
4078,5,15.333333333333334,5,1,0
4079,5,12.8,6,1,1
4080,0,0.0,0,0,1
4081,4,11.0,5,1,0
4082,4,12.0,6,1,0
4083,5,13.142857142857142,5,1,0
4084,0,0.0,5,0,0
4085,3,14.666666666666666,6,0,0
4086,6,13.333333333333334,6,1,1
4088,9,10.444444444444445,10,1,0
4089,1,13.0,7,0,0
4090,6,11.166666666666666,6,1,0
4091,3,12.6,5,0,0
4093,6,12.142857142857142,6,1,1
4094,6,14.5,6,1,0
4095,6,15.433333333333332,7,1,1
4096,6,15.5,6,1,1
4097,11,11.363636363636363,12,1,0
4098,0,0.0,8,1,0
4099,0,0.0,6,1,0
4100,8,12.625,8,1,0
4101,6,12.166666666666666,6,1,0
4102,6,12.428571428571429,6,1,1
4103,4,11.75,5,1,0
4104,6,14.166666666666666,6,1,0
4105,5,11.444444444444445,5,1,0
4106,5,11.8,6,1,0
4107,6,13.78,8,1,0
4108,7,15.11,8,1,0
4109,5,11.2,6,1,0
4110,7,15.798571428571426,8,1,1
4111,8,15.599999999999998,8,1,0
4112,7,12.16,8,1,0
4113,0,0.0,7,1,0
4114,6,15.5,6,1,0
4115,3,13.333333333333334,6,1,0
4116,6,12.5,6,0,0
4117,7,14.2,8,1,0
4118,5,13.2,5,1,0
4119,5,13.666666666666666,6,1,0
4120,7,12.485714285714286,8,1,1
4121,6,16.285714285714285,6,1,0
4122,6,10.166666666666666,6,1,0
4124,5,11.4,5,1,1
4125,7,11.971428571428572,8,1,1
4126,4,13.5,5,1,0
4127,6,11.666666666666666,6,1,0
4129,6,12.666666666666666,7,1,1
4130,8,14.44875,8,1,1
4131,7,12.084285714285716,8,1,0
4132,8,12.2,12,1,0
4133,5,11.6,6,1,0
4134,6,11.5,6,1,1
4135,5,11.0,6,1,0
4136,7,11.857142857142858,8,1,1
4137,5,13.0,6,1,0
4138,4,13.5,6,1,0
4139,4,11.4,6,1,1
4140,0,0.0,6,1,0
4141,1,16.0,3,1,0
4142,6,11.0,6,1,0
4143,7,12.15,8,1,0
4144,8,11.8375,8,1,0
4145,0,0.0,6,1,0
4146,4,12.5625,7,1,0
4147,2,10.0,6,0,1
4148,2,11.0,5,1,0
4149,12,13.417391304347827,14,1,0
4150,6,14.857142857142858,6,1,0
4151,5,12.5,6,1,0
4152,4,14.8,5,1,0
4153,0,0.0,0,1,0
4154,3,10.666666666666666,6,1,0
4155,6,13.428571428571429,6,1,0
4156,7,13.242857142857144,8,1,1
4157,2,12.5,5,1,0
4158,7,12.05,8,1,1
4159,6,13.666666666666666,6,1,1
4160,6,12.333333333333334,6,1,1
4161,5,11.8,6,0,0
4162,3,11.0,6,1,0
4163,6,11.0,6,1,0
4164,0,0.0,0,1,0
4165,8,13.2,8,1,0
4166,4,11.8,5,1,1
4167,6,13.5,6,1,0
4168,4,11.75,6,1,0
4169,0,0.0,4,1,0
4170,3,11.333333333333334,6,1,0
4171,4,11.0,6,1,1
4172,1,14.0,5,1,0
4173,8,15.0,8,1,1
4174,6,13.166666666666666,6,1,1
4175,7,12.071428571428571,8,1,0
4176,6,12.5,6,1,1
4177,5,12.0,6,1,0
4178,7,13.2575,8,1,1
4179,8,14.51125,8,1,1
4180,3,10.666666666666666,6,1,0
4181,0,0.0,5,0,0
4182,3,11.4,7,1,0
4183,5,14.0,5,1,0
4184,5,11.4,6,1,0
4185,0,0.0,5,1,0
4186,4,11.75,5,1,0
4187,6,13.0,6,1,0
4188,5,11.8,5,1,0
4189,8,12.0,12,1,0
4190,6,11.833333333333334,10,1,0
4191,4,11.5,6,1,0
4192,5,11.6,6,1,0
4193,4,13.5,6,1,1
4194,0,0.0,5,0,0
4195,4,12.25,6,1,1
4196,7,13.514285714285714,8,1,1
4197,6,13.714285714285714,6,1,0
4198,4,10.25,6,1,0
4199,7,12.744285714285716,8,1,1
4200,5,11.8,5,1,0
4201,6,11.666666666666666,6,1,0
4202,0,0.0,0,1,0
4203,6,12.375,6,1,1
4204,4,11.5,6,1,0
4205,6,13.533333333333331,7,1,0
4206,4,14.0,6,1,1
4207,8,14.755555555555556,8,1,1
4208,0,0.0,0,0,0
4209,5,13.0,5,1,0
4210,4,13.25,6,1,1
4211,6,15.166666666666666,6,1,1
4212,6,14.666666666666666,6,1,0
4213,5,11.4,6,0,1
4214,8,15.6375,8,1,1
4215,0,0.0,0,0,0
4216,0,0.0,5,0,0
4217,6,13.5,6,1,1
4218,6,13.333333333333334,6,1,0
4219,6,11.833333333333334,6,1,0
4220,0,0.0,5,1,0
4221,6,16.0,6,1,0
4222,6,13.0,6,1,0
4223,6,11.833333333333334,6,1,0
4224,8,13.927272727272726,8,1,1
4225,6,13.5,6,1,0
4226,6,11.5,6,1,1
4227,6,13.285714285714286,6,1,1
4228,5,13.0,6,1,0
4229,0,0.0,5,0,1
4230,8,14.7375,8,1,0
4231,4,12.0,5,1,0
4232,4,12.25,6,0,0
4233,7,14.992857142857142,8,1,0
4234,4,11.25,5,1,0
4235,3,11.0,6,1,0
4236,6,14.0,6,1,1
4237,6,13.016666666666666,7,1,0
4238,2,11.5,5,0,0
4239,6,14.666666666666666,6,1,0
4240,5,13.833333333333334,6,1,0
4241,7,13.327142857142857,8,0,0
4242,2,11.5,6,0,0
4243,6,10.375,6,1,0
4244,10,12.727272727272728,11,1,0
4245,0,0.0,6,0,0
4246,8,11.25,13,0,0
4247,6,11.0,6,1,0
4248,3,11.666666666666666,7,0,0
4249,10,14.2,10,1,0
4251,0,0.0,5,1,0
4252,5,11.6,5,1,0
4253,0,0.0,7,0,0
4254,4,11.25,5,1,0
4255,9,12.555555555555555,11,1,0
4256,7,12.412857142857144,8,1,0
4257,4,12.75,5,1,0
4258,7,12.545714285714286,8,1,0
4259,2,14.0,6,1,0
4260,0,0.0,6,0,0
4261,9,13.0,12,0,0
4262,5,13.0,5,1,0
4263,1,11.0,5,1,0
4264,6,12.666666666666666,6,1,1
4265,6,12.428571428571429,6,1,0
4266,0,0.0,0,1,0
4267,5,12.2,6,1,1
4268,4,12.25,5,1,0
4269,1,10.0,6,1,0
4270,6,12.0,6,1,1
4271,5,15.2,5,1,0
4272,7,12.514285714285714,8,1,1
4273,3,12.666666666666666,5,1,0
4274,5,12.6,6,1,0
4275,3,12.333333333333334,5,1,0
4276,0,0.0,5,0,0
4277,3,13.666666666666666,5,1,0
4278,6,15.333333333333334,6,1,1
4279,0,0.0,6,1,1
4280,0,0.0,5,1,0
4281,0,0.0,6,1,0
4282,3,10.571428571428571,5,1,0
4283,0,0.0,5,0,0
4284,7,11.857142857142858,7,1,1
4285,3,11.0,5,1,0
4286,4,13.666666666666666,5,1,0
4287,5,11.4,5,1,0
4288,2,13.0,6,0,0
4289,6,11.166666666666666,6,1,0
4290,11,12.181818181818182,13,1,1
4291,0,0.0,0,1,0
4292,8,13.9125,8,1,0
4293,1,11.0,6,1,0
4294,12,13.75,13,1,0
4295,6,11.0,10,1,0
4296,7,12.142857142857142,9,1,1
4297,6,13.0,6,1,1
4298,0,0.0,5,1,0
4299,1,10.0,5,1,0
4300,5,12.0,6,1,0
4301,0,0.0,0,0,0
4302,12,11.833333333333334,14,1,0
4303,6,12.0,6,1,0
4304,0,0.0,5,1,0
4305,5,10.5,5,1,0
4306,0,0.0,5,0,0
4307,0,0.0,0,1,0
4308,0,0.0,0,1,0
4309,5,13.2,6,1,0
4310,6,13.625,6,1,1
4311,1,10.0,5,1,0
4312,2,15.0,5,0,0
4313,19,12.210526315789474,19,1,0
4314,0,0.0,5,1,0
4315,2,12.5,6,1,0
4317,6,14.0,6,1,1
4318,11,15.0,11,0,0
4319,6,13.166666666666666,6,1,1
4320,4,11.25,5,1,0
4321,4,12.0,5,1,0
4322,4,11.75,6,0,0
4323,0,0.0,5,1,0
4324,7,14.4,8,1,1
4325,10,12.8,11,1,0
4326,5,13.2,6,0,0
4327,0,0.0,5,1,0
4328,5,13.5,6,1,0
4329,6,11.666666666666666,6,1,1
4330,0,0.0,6,1,0
4331,0,0.0,0,1,0
4332,6,11.333333333333334,6,1,0
4333,5,11.0,6,1,1
4334,6,12.666666666666666,6,1,0
4335,2,12.5,5,1,0
4336,1,17.0,6,1,0
4337,4,13.25,5,1,0
4338,4,12.5,5,1,1
4340,4,11.5,5,1,0
4341,7,14.24,8,1,0
4342,3,11.333333333333334,5,1,0
4343,6,12.571428571428571,7,1,0
4344,5,13.2,6,0,0
4345,6,13.333333333333334,6,1,0
4346,0,0.0,6,1,0
4347,2,10.0,5,1,0
4348,8,13.6625,8,1,0
4349,7,12.471428571428572,8,1,0
4350,5,11.857142857142858,6,1,1
4351,6,12.833333333333334,6,1,0
4352,6,12.333333333333334,6,1,0
4353,0,0.0,0,1,0
4354,4,12.8,5,1,0
4355,5,14.285714285714286,5,1,0
4356,0,0.0,6,1,0
4357,3,12.333333333333334,6,0,0
4358,1,11.0,6,1,0
4359,5,13.4,6,1,0
4360,6,11.966666666666669,7,1,0
4361,8,13.3475,8,1,0
4362,4,12.5,5,1,0
4363,0,0.0,6,1,0
4364,4,10.75,6,1,0
4365,0,0.0,0,1,0
4366,4,14.0,6,1,0
4367,6,12.0,6,1,0
4368,0,0.0,5,0,0
4369,6,11.833333333333334,7,1,0
4370,0,0.0,0,1,0
4371,8,14.925,8,1,0
4372,0,0.0,6,1,0
4373,6,10.833333333333334,6,1,0
4374,7,13.742857142857144,8,1,0
4375,0,0.0,5,1,0
4376,7,12.11875,8,1,0
4377,12,11.333333333333334,14,1,0
4378,8,13.25,8,1,1
4379,5,13.666666666666666,5,1,0
4380,4,11.325,8,1,0
4381,0,0.0,5,1,0
4382,7,15.0,8,1,0
4383,6,15.625,6,1,0
4384,4,10.5,6,0,0
4385,0,0.0,6,1,0
4386,2,12.5,5,1,1
4387,5,10.166666666666666,5,0,0
4388,12,12.5,12,0,0
4389,6,14.142857142857142,6,1,1
4390,5,13.0,5,1,0
4391,7,12.06375,8,1,0
4392,5,11.0,5,1,0
4393,3,10.666666666666666,5,1,0
4394,8,14.88875,8,1,0
4395,5,12.4,6,1,1
4396,6,13.333333333333334,6,1,1
4397,3,11.666666666666666,6,1,0
4398,4,12.25,5,1,1
4399,6,14.333333333333334,6,1,1
4400,3,13.333333333333334,5,1,0
4401,0,0.0,5,1,0
4402,6,13.0,6,1,0
4403,7,11.2625,8,1,1
4404,2,10.5,6,0,0
4405,7,14.314285714285717,8,1,1
4406,2,11.333333333333334,6,1,0
4407,6,13.285714285714286,6,1,0
4408,6,11.666666666666666,6,1,0
4409,5,14.333333333333334,5,1,0
4410,5,12.5,6,1,1
4411,3,13.333333333333334,6,1,0
4412,5,12.2,6,1,1
4413,2,13.0,8,1,0
4414,5,11.6,5,1,0
4415,3,11.083333333333334,7,0,0
4416,12,12.625,14,1,0
